Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#166 - >gb|KAG5344392.1|[SL9B1 protein, partial [Acromyrmex charruanus]]	superfamily	225802	113	415	0.000202742	43.9308	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#166 - >gb|KAG5344392.1|[SL9B1 protein, partial [Acromyrmex charruanus]]	superfamily	223551	48	464	0.00326361	39.9155	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#167 - >gb|KAG5319794.1|[SL9B1 protein, partial [Acromyrmex heyeri]]	superfamily	445285	84	468	1.4061e-08	56.8796	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#167 - >gb|KAG5319794.1|[SL9B1 protein, partial [Acromyrmex heyeri]]	superfamily	223104	80	495	0.000381608	43.0535	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#167 - >gb|KAG5319794.1|[SL9B1 protein, partial [Acromyrmex heyeri]]	superfamily	223551	73	471	0.000673526	41.8415	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#168 - >gb|EGI60180.1|[Mitochondrial sodium/hydrogen exchanger NHA2 [Acromyrmex echinatior]]	superfamily	445285	114	415	0.000137461	44.168	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#168 - >gb|EGI60180.1|[Mitochondrial sodium/hydrogen exchanger NHA2 [Acromyrmex echinatior]]	superfamily	223551	103	325	0.00160887	40.6859	cl43152	KefB superfamily	C	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#169 - >emb|CAB3515165.1|[unnamed protein product [Spodoptera littoralis]]	superfamily	445285	335	728	2.88265e-38	146.631	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#169 - >emb|CAB3515165.1|[unnamed protein product [Spodoptera littoralis]]	superfamily	223104	331	735	2.38595e-31	127.797	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#169 - >emb|CAB3515165.1|[unnamed protein product [Spodoptera littoralis]]	superfamily	223551	331	745	2.72476e-20	93.8435	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#169 - >emb|CAB3515165.1|[unnamed protein product [Spodoptera littoralis]]	superfamily	225802	331	672	9.82218e-12	68.1983	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#169 - >emb|CAB3515165.1|[unnamed protein product [Spodoptera littoralis]]	superfamily	235410	354	577	1.605e-10	64.4517	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#169 - >emb|CAB3515165.1|[unnamed protein product [Spodoptera littoralis]]	superfamily	428334	300	446	0.000293451	43.6867	cl44534	AbrB superfamily	N	 - 	Transition state regulatory protein AbrB; Bacillus subtilis respond to a multitude of environmental stimuli by using transcription factors called transition state regulators (TSRs). They play an essential role in cell survival by regulating spore formation, competence, and biofilm development. AbrB is one of the most known TSRs, acting as a pleotropic regulator for over 60 different genes where it directly binds to their promoter or regulatory regions. Many other genes are indirectly controlled by AbrB since it is a regulator of other regulatory proteins, including ScoC, Abh, SinR and SigH. Hence, AbrB is considered a global regulatory protein controlling processes such as Bacillus subtilis growth and cell division as well as production of extracellular degradative enzymes, nitrogen utilization and amino acid metabolism, motility, synthesis of antibiotics and their resistant determinants, development of competence, transport systems, oxidative stress response, phosphate metabolism, cell surface components and sporulation. AbrB is a tetramer consisting of identical 94 residue monomers. Its DNA-binding function resides solely in the N-terminal domain (AbrBN) of 53 residues. Although it does not recognize a well-defined DNA base-pairing sequence, instead, it appears to target a very weak pseudo consensus nucleotide sequence, TGGNA-5bp-TGGNA, which allows it to be rather promiscuous in binding. The N-terminal domains of very similar sequences are present in two more Bacillus subtilis proteins, Abh and SpoVT. Mutagenesis studies suggest that the role of the C-terminal domain is in forming multimers.
Q#169 - >emb|CAB3515165.1|[unnamed protein product [Spodoptera littoralis]]	superfamily	129911	389	626	0.000651771	42.95	cl31030	a_cpa1 superfamily	C	 - 	Na+/H+ antiporter, bacterial form; The Monovalent Cation:Proton Antiporter-1 (CPA1) Family (TC 2.A.36) The CPA1 family is a large family of proteins derived from Gram-positive and Gram-negative bacteria, blue green bacteria, yeast, plants and animals. Transporters from eukaryotes have been functionally characterized, and all of these catalyze Na+:H+ exchange. Their primary physiological functions may be in (1) cytoplasmic pH regulation, extruding the H+ generated during metabolism, and (2) salt tolerance (in plants), due to Na+ uptake into vacuoles. This model is specific for the bacterial members of this family. [Transport and binding proteins, Cations and iron carrying compounds]
Q#169 - >emb|CAB3515165.1|[unnamed protein product [Spodoptera littoralis]]	superfamily	452895	427	582	0.00274361	40.8643	cl28910	MFS superfamily	N	 - 	Major Facilitator Superfamily; The Major Facilitator Superfamily (MFS) is a large and diverse group of secondary transporters that includes uniporters, symporters, and antiporters. MFS proteins facilitate the transport across cytoplasmic or internal membranes of a variety of substrates including ions, sugar phosphates, drugs, neurotransmitters, nucleosides, amino acids, and peptides. They do so using the electrochemical potential of the transported substrates. Uniporters transport a single substrate, while symporters and antiporters transport two substrates in the same or in opposite directions, respectively, across membranes. MFS proteins are typically 400 to 600 amino acids in length, and the majority contain 12 transmembrane alpha helices (TMs) connected by hydrophilic loops. The N- and C-terminal halves of these proteins display weak similarity and may be the result of a gene duplication/fusion event. Based on kinetic studies and the structures of a few bacterial superfamily members, GlpT (glycerol-3-phosphate transporter), LacY (lactose permease), and EmrD (multidrug transporter), MFS proteins are thought to function through a single substrate binding site, alternating-access mechanism involving a rocker-switch type of movement. Bacterial members function primarily for nutrient uptake, and as drug-efflux pumps to confer antibiotic resistance. Some MFS proteins have medical significance in humans such as the glucose transporter Glut4, which is impaired in type II diabetes, and glucose-6-phosphate transporter (G6PT), which causes glycogen storage disease when mutated.
Q#170 - >emb|CAH0700695.1|[unnamed protein product [Spodoptera exigua]]	superfamily	445285	301	694	1.29793e-36	142.009	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#170 - >emb|CAH0700695.1|[unnamed protein product [Spodoptera exigua]]	superfamily	223104	297	701	3.00007e-30	124.331	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#170 - >emb|CAH0700695.1|[unnamed protein product [Spodoptera exigua]]	superfamily	223551	297	711	3.40001e-19	90.3767	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#170 - >emb|CAH0700695.1|[unnamed protein product [Spodoptera exigua]]	superfamily	225802	297	638	4.85004e-12	69.3539	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#170 - >emb|CAH0700695.1|[unnamed protein product [Spodoptera exigua]]	superfamily	235410	320	543	9.36342e-11	65.2221	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#170 - >emb|CAH0700695.1|[unnamed protein product [Spodoptera exigua]]	superfamily	428334	266	412	0.000353222	43.3015	cl44534	AbrB superfamily	N	 - 	Transition state regulatory protein AbrB; Bacillus subtilis respond to a multitude of environmental stimuli by using transcription factors called transition state regulators (TSRs). They play an essential role in cell survival by regulating spore formation, competence, and biofilm development. AbrB is one of the most known TSRs, acting as a pleotropic regulator for over 60 different genes where it directly binds to their promoter or regulatory regions. Many other genes are indirectly controlled by AbrB since it is a regulator of other regulatory proteins, including ScoC, Abh, SinR and SigH. Hence, AbrB is considered a global regulatory protein controlling processes such as Bacillus subtilis growth and cell division as well as production of extracellular degradative enzymes, nitrogen utilization and amino acid metabolism, motility, synthesis of antibiotics and their resistant determinants, development of competence, transport systems, oxidative stress response, phosphate metabolism, cell surface components and sporulation. AbrB is a tetramer consisting of identical 94 residue monomers. Its DNA-binding function resides solely in the N-terminal domain (AbrBN) of 53 residues. Although it does not recognize a well-defined DNA base-pairing sequence, instead, it appears to target a very weak pseudo consensus nucleotide sequence, TGGNA-5bp-TGGNA, which allows it to be rather promiscuous in binding. The N-terminal domains of very similar sequences are present in two more Bacillus subtilis proteins, Abh and SpoVT. Mutagenesis studies suggest that the role of the C-terminal domain is in forming multimers.
Q#170 - >emb|CAH0700695.1|[unnamed protein product [Spodoptera exigua]]	superfamily	129911	355	629	0.000820332	42.5648	cl31030	a_cpa1 superfamily	C	 - 	Na+/H+ antiporter, bacterial form; The Monovalent Cation:Proton Antiporter-1 (CPA1) Family (TC 2.A.36) The CPA1 family is a large family of proteins derived from Gram-positive and Gram-negative bacteria, blue green bacteria, yeast, plants and animals. Transporters from eukaryotes have been functionally characterized, and all of these catalyze Na+:H+ exchange. Their primary physiological functions may be in (1) cytoplasmic pH regulation, extruding the H+ generated during metabolism, and (2) salt tolerance (in plants), due to Na+ uptake into vacuoles. This model is specific for the bacterial members of this family. [Transport and binding proteins, Cations and iron carrying compounds]
Q#170 - >emb|CAH0700695.1|[unnamed protein product [Spodoptera exigua]]	superfamily	452895	393	548	0.00428309	40.0939	cl28910	MFS superfamily	N	 - 	Major Facilitator Superfamily; The Major Facilitator Superfamily (MFS) is a large and diverse group of secondary transporters that includes uniporters, symporters, and antiporters. MFS proteins facilitate the transport across cytoplasmic or internal membranes of a variety of substrates including ions, sugar phosphates, drugs, neurotransmitters, nucleosides, amino acids, and peptides. They do so using the electrochemical potential of the transported substrates. Uniporters transport a single substrate, while symporters and antiporters transport two substrates in the same or in opposite directions, respectively, across membranes. MFS proteins are typically 400 to 600 amino acids in length, and the majority contain 12 transmembrane alpha helices (TMs) connected by hydrophilic loops. The N- and C-terminal halves of these proteins display weak similarity and may be the result of a gene duplication/fusion event. Based on kinetic studies and the structures of a few bacterial superfamily members, GlpT (glycerol-3-phosphate transporter), LacY (lactose permease), and EmrD (multidrug transporter), MFS proteins are thought to function through a single substrate binding site, alternating-access mechanism involving a rocker-switch type of movement. Bacterial members function primarily for nutrient uptake, and as drug-efflux pumps to confer antibiotic resistance. Some MFS proteins have medical significance in humans such as the glucose transporter Glut4, which is impaired in type II diabetes, and glucose-6-phosphate transporter (G6PT), which causes glycogen storage disease when mutated.
